91.6552	1234
92.2741	1076.5
92.8929	1038
93.5117	1130
94.1305	1121
94.7492	1064.5
95.3679	1031.5
95.9887	947
96.6073	1053
97.2259	1041.5
97.8444	1053
98.4629	1022
99.0813	1010
99.6997	929
100.318	968
100.936	977.5
101.555	1019
102.173	1113.5
102.791	1113.5
103.409	1017.5
104.027	1062.5
104.645	1130
105.264	1110
105.881	1161
106.499	1109.5
107.117	1091
107.735	1047.5
108.353	1004
108.971	1051.5
109.589	1063.5
110.206	1050.5
110.824	967.5
111.442	916.5
112.059	854
112.677	928
113.292	1022
113.91	1004
114.527	1064
115.144	1032.5
115.762	997
116.379	870
116.996	859.5
117.611	857.5
118.229	888
118.846	821
119.463	884.5
120.078	873
120.695	826
121.312	881
121.929	936.5
122.543	895
123.16	932.5
123.777	884
124.394	807
125.008	803
125.625	837.5
126.242	842.5
126.856	867
127.473	822
128.089	788
128.704	853
129.32	824
129.936	881
130.551	820
131.167	817
131.783	780
132.397	824
133.014	923
133.628	864.5
134.244	805
134.858	825
135.474	804.5
136.09	889
136.704	861
137.32	846
137.933	849.5
138.549	922
139.163	930
139.779	854
140.392	872.5
141.008	890
141.621	891
142.235	795
142.85	792
143.464	851
144.079	831
144.692	808
145.308	856
145.921	866
146.534	812
147.15	834.5
147.763	883.5
148.376	869
148.991	841.5
149.604	833
150.219	857.5
150.832	815.5
151.445	745.5
152.058	825.5
152.672	868.5
153.285	797
153.898	813
154.513	832
155.125	770
155.738	806
156.35	827
156.965	845.5
157.577	754
158.19	826
158.802	790.5
159.415	792
160.029	787
160.641	836
161.253	840.5
161.866	759
162.478	796
163.09	774
163.704	772.5
164.316	836.5
164.928	801.5
165.54	766.5
166.152	800
166.764	754
167.376	744
167.987	761
168.599	788
169.211	791
169.822	805
170.436	782.5
171.048	780
171.659	775.5
172.271	744.5
172.882	756
173.494	754
174.105	777.5
174.716	762
175.325	736
175.937	757.5
176.548	749.5
177.159	739
177.77	743.5
178.381	727
178.992	695.5
179.603	637
180.214	685
180.825	698
181.436	694
182.047	714
182.656	700
183.267	719.5
183.877	677
184.488	666
185.099	677
185.709	710
186.318	753.5
186.928	687.5
187.539	661
188.149	701.5
188.757	679
189.368	684
189.978	705
190.588	708.5
191.197	707
191.807	729.5
192.417	671
193.027	736.5
193.635	689
194.245	722
194.855	709
195.463	785.5
196.073	737
196.683	746
197.291	742.5
197.9	707.5
198.508	643
199.118	632
199.727	637
200.335	636
200.945	623.5
201.552	601.5
202.162	630.5
202.769	623
203.378	584
203.988	620
204.595	623
205.204	611
205.812	592
206.421	620
207.028	644
207.637	592
208.244	575
208.853	576
209.46	569.5
210.067	613.5
210.676	594
211.283	615
211.892	605
212.499	584
213.105	604
213.714	626
214.321	667
214.929	638.5
215.536	649
216.142	655.5
216.751	663
217.357	641
217.964	658
218.572	658
219.179	612.5
219.785	622.5
220.393	611.5
220.999	569
221.606	553
222.212	531.5
222.82	525
223.426	516
224.032	522
224.638	512
225.246	496
225.852	473
226.458	495
227.063	489
227.669	487.5
228.275	446
228.883	464
229.488	504
230.094	486.5
230.699	468.5
231.305	454
231.91	437.5
232.516	440.5
233.121	463.5
233.729	495
234.334	443
234.939	478
235.545	458
236.15	432.5
236.755	461
237.36	425
237.965	421
238.57	435.5
239.175	426
239.78	430.5
240.385	409
240.99	412
241.595	390
242.2	416
242.804	410
243.409	411
244.014	421.5
244.618	414
245.221	416.5
245.826	408
246.43	443
247.035	429.5
247.639	397
248.243	406
248.848	414
249.452	384.5
250.054	396
250.659	382
251.263	356
251.867	387.5
252.471	385.5
253.073	409
253.677	386
254.281	404
254.885	385.5
255.487	358
256.091	372
256.695	384.5
257.299	381
257.9	390
258.504	355
259.108	384
259.711	376.5
260.313	371
260.917	365
261.52	369.5
262.121	368.5
262.725	370.5
263.326	358
263.93	351
264.533	352
265.134	327
265.738	314
266.339	338
266.942	310
267.545	327
268.146	348.5
268.749	330
269.35	340
269.953	353.5
270.554	340.5
271.157	348
271.758	342
272.36	346
272.961	345
273.564	357
274.165	338.5
274.767	326
275.368	356.5
275.97	355
276.571	329.5
277.171	349.5
277.774	345
278.374	332
278.977	339.5
279.577	315
280.177	294
280.779	316
281.38	304
281.98	332
282.582	334.5
283.182	309.5
283.782	318
284.384	310
284.984	308.5
285.584	300
286.186	313
286.786	313
287.385	332.5
287.985	332
288.587	317
289.187	319
289.786	317
290.386	300
290.985	292
291.587	305.5
292.186	308
292.786	313.5
293.385	320
293.985	310
294.584	309.5
295.185	307.5
295.784	302
296.384	302
296.983	308
297.582	291
298.181	290
298.78	318.5
299.379	307
299.978	309.5
300.577	306
301.176	309
301.775	313
302.373	296
302.974	288
303.573	305
304.172	304
304.768	315
305.367	307
305.965	310
306.564	334.5
307.162	309
307.761	326
308.359	292
308.958	296.5
309.556	324.5
310.154	294.5
310.753	293.5
311.351	306
311.949	310
312.545	312
313.143	288
313.741	293
314.339	296.5
314.937	304
315.535	303.5
316.131	318.5
316.729	321.5
317.327	304.5
317.925	287
318.522	297.5
319.118	296
319.716	320.5
320.313	294
320.911	298.5
321.506	311
322.104	290
322.701	291
323.297	309
323.894	311
324.492	313
325.087	317
325.684	299
326.281	301
326.876	312
327.474	274
328.071	310
328.666	296
329.263	296
329.858	291.5
330.455	312.5
331.052	292
331.647	304
332.243	308
332.838	292
333.435	327
334.03	297.5
334.626	317
335.221	307
335.818	304
336.412	320
337.009	306
337.603	286.5
338.2	311
338.794	282
339.39	294
339.985	287
340.579	276
341.175	302.5
341.769	292
342.366	305
342.96	306.5
343.554	319
344.15	285
344.744	308
345.338	290.5
345.934	304
346.528	318
347.122	314
347.717	314
348.311	303
348.905	303.5
349.501	308
350.094	292
350.688	300
351.281	313
351.877	325.5
352.471	285
353.064	313
353.657	301
354.251	305
354.846	303
355.439	285
356.033	292
356.626	299
357.219	300
357.814	309
358.407	309
359.001	293.5
359.594	284
360.187	305
360.779	309
361.372	301.5
361.965	284
362.558	295.5
363.151	316
363.744	298
364.336	287
364.931	312
365.524	316
366.116	276
366.709	286
367.302	296
367.894	296
368.484	296
369.077	300
369.669	297
370.262	313
370.854	298
371.446	297.5
372.038	290
372.631	301.5
373.223	295.5
373.815	290
374.407	288
374.999	315
375.589	284
376.181	299.5
376.773	311.5
377.365	291
377.956	299
378.548	313.5
379.138	301.5
379.73	297
380.321	321
380.913	319.5
381.503	295.5
382.094	304
382.686	316.5
383.277	313
383.867	304
384.458	314.5
385.049	324
385.641	318.5
386.23	299
386.821	309
387.413	310
388.002	323.5
388.593	314
389.184	307
389.773	305
390.364	322
390.953	299
391.544	299.5
392.135	290.5
392.724	307.5
393.315	296.5
393.903	291
394.494	290
395.083	306
395.674	285.5
396.262	301.5
396.853	317.5
397.441	303.5
398.032	284
398.62	302
399.211	273
399.799	283
400.39	305
400.978	253
401.568	277
402.157	311.5
402.747	261
403.335	290
403.923	280
404.513	280
405.101	292
405.689	279
406.279	293.5
406.867	285
407.457	295.5
408.045	298
408.633	294.5
409.221	273
409.81	300
410.398	283
410.986	292
411.575	277
412.163	262
412.751	293.5
413.338	267.5
413.928	298.5
414.515	303.5
415.103	291.5
415.69	286
416.277	286
416.867	315.5
417.454	281.5
418.041	283
418.628	278
419.215	280.5
419.802	287.5
420.392	277.5
420.979	283
421.566	280
422.153	257
422.739	287
423.326	293
423.913	301.5
424.5	281
425.087	294
425.673	280
426.26	303
426.847	300.5
427.433	275.5
428.02	295.5
428.607	271
429.193	285
429.779	292
430.366	301.5
430.952	307
431.539	283
432.125	276
432.711	291.5
433.297	295
433.884	295.5
434.47	292
435.056	280.5
435.64	271
436.226	316
436.812	302.5
437.398	294.5
437.984	264
438.57	270
439.156	278
439.74	265.5
440.325	298
440.911	262.5
441.497	270
442.08	281
442.666	291
443.252	278
443.837	278.5
444.421	281
445.006	264
445.592	277
446.177	286
446.76	263.5
447.346	261
447.931	270.5
448.514	266
449.099	255
449.685	281
450.268	289
450.853	258
451.436	272.5
452.021	277
452.606	269.5
453.189	273
453.774	276.5
454.357	275
454.942	271
455.524	273
456.109	253
456.692	273
457.276	283
457.859	278.5
458.444	288.5
459.026	275
459.611	250
460.193	275
460.778	276
461.36	271
461.945	280.5
462.527	266
463.111	296
463.694	253
464.276	289
464.86	269
465.442	271
466.026	287.5
466.608	280
467.19	272
467.774	289
468.356	262.5
468.938	272
469.522	298
470.104	285.5
470.686	296
471.268	269
471.851	268
472.433	258
473.015	280
473.596	308.5
474.18	287.5
474.762	276
475.343	293.5
475.924	327
476.506	341
477.089	385
477.671	358
478.252	362.5
478.833	383.5
479.415	329
479.996	267
480.579	271.5
481.16	291
481.741	281.5
482.322	279
482.903	280.5
483.484	269
484.065	266
484.646	285
485.227	276
485.808	267
486.389	272
486.97	287
487.55	271
488.131	268.5
488.712	267.5
489.292	263
489.873	273
490.453	268.5
491.034	270
491.614	257.5
492.195	277
492.775	276
493.356	267.5
493.936	264
494.516	275
495.094	259.5
495.675	293
496.255	276
496.835	258.5
497.415	279
497.995	287
498.573	262
499.153	279.5
499.733	273
500.313	268
500.893	267.5
501.471	289.5
502.051	260.5
502.63	270
503.21	260
503.788	266.5
504.367	269
504.947	275.5
505.527	274
506.104	267.5
506.684	271
507.263	277
507.841	267
508.42	262.5
508.999	273
509.577	280
510.156	248
510.733	264.5
511.312	247
511.892	270
512.469	245
513.048	263
513.625	261.5
514.204	255.5
514.781	276.5
515.36	257.5
515.937	270.5
516.516	255
517.092	260
517.671	259.5
518.248	275
518.827	257
519.403	273
519.982	251
520.559	258
521.137	249
521.714	261
522.292	269
522.869	253
523.445	254
524.024	265.5
524.6	268
525.176	244.5
525.755	245
526.331	246
526.907	228
527.485	224
528.061	236.5
528.638	237.5
529.216	269
529.792	236
530.368	266
530.946	255.5
531.522	249.5
532.097	250.5
532.673	266
533.249	250
533.827	247
534.403	249
534.978	252
535.554	241
536.13	230
536.707	242.5
537.283	238.5
537.858	270
538.434	260
539.009	223
539.585	233
540.16	245
540.735	247
541.313	255
541.888	257.5
542.463	261
543.038	253
543.613	236
544.189	234.5
544.764	242
545.339	251.5
545.914	223
546.489	248
547.064	245
547.638	225
548.213	222
548.788	237.5
549.363	238.5
549.938	252
550.512	243
551.085	225
551.66	227.5
552.234	232
552.809	233
553.383	228.5
553.958	231
554.532	219
555.107	250
555.679	229
556.253	232.5
556.828	237
557.402	227
557.976	231
558.549	230.5
559.123	217
559.697	221
560.271	231
560.843	236.5
561.417	223.5
561.991	220
562.565	234
563.137	242.5
563.711	219.5
564.285	228.5
564.856	233.5
565.43	216
566.004	235
566.576	223.5
567.149	228.5
567.723	227
568.294	192
568.868	218
569.439	227
570.013	220.5
570.586	229.5
571.158	209
571.731	233
572.302	244
572.876	230
573.447	228
574.02	205.5
574.591	229
575.165	214.5
575.736	217
576.309	199
576.88	217
577.453	204
578.024	218
578.597	219.5
579.168	210
579.738	204
580.311	199
580.882	220
581.455	198
582.026	200.5
582.596	208
583.169	185.5
583.74	202
584.31	228
584.883	205.5
585.453	218
586.024	222
586.596	203
587.166	188
587.737	197
588.307	191
588.879	203.5
589.45	216.5
590.02	184
590.59	203
591.162	189
591.732	215.5
592.302	213.5
592.872	194
593.442	202.5
594.012	188
594.584	198
595.154	205
595.724	203.5
596.294	185
596.864	199.5
597.433	191
598.003	195
598.573	183
599.142	191
599.714	196.5
600.283	199.5
600.853	194
601.422	211.5
601.992	207
602.561	176
603.131	189.5
603.7	197
604.269	213
604.839	199.5
605.408	202
605.977	209.5
606.544	200
607.113	195
607.682	188
608.252	189.5
608.821	196
609.39	187.5
609.959	200
610.527	205
611.096	200
611.663	195
612.232	192
612.801	206
613.37	205
613.938	196.5
614.507	191.5
615.074	195
615.642	197.5
616.211	173
616.779	208
617.346	201
617.914	202.5
618.483	186
619.051	194
619.617	199
620.186	192
620.754	197
621.32	210
621.888	200.5
622.457	181
623.023	191.5
623.591	194.5
624.159	196
624.725	209
625.293	196.5
625.859	197
626.427	186.5
626.995	198.5
627.56	181.5
628.128	198.5
628.694	193
629.262	188
629.828	195.5
630.395	172
630.961	198
631.528	186
632.094	192.5
632.661	186
633.227	191
633.794	183
634.36	185
634.925	193
635.493	183.5
636.058	198.5
636.625	176
637.19	186
637.756	193.5
638.323	202
638.888	183.5
639.455	190.5
640.02	188
640.585	186.5
641.152	178
641.717	191.5
642.282	178.5
642.847	166
643.414	192
643.979	175
644.543	187
645.108	172
645.675	195
646.24	191.5
646.804	180
647.369	186
647.935	182.5
648.5	175
649.065	195.5
649.629	184
650.193	186
650.758	178
651.324	187.5
651.888	178
652.453	187
653.017	184
653.581	183
654.145	164.5
654.71	174
655.274	170.5
655.838	178.5
656.402	175
656.966	182
657.53	173
658.094	164
658.658	175
659.222	180
659.785	172
660.349	171
660.913	183
661.477	173
662.04	181.5
662.604	176.5
663.168	177
663.731	162
664.295	176
664.858	171
665.422	166
665.983	161
666.547	152
667.11	172.5
667.673	156.5
668.237	167
668.8	167
669.361	171
669.924	170
670.488	163
671.051	169
671.614	166
672.175	179
672.738	175
673.301	173.5
673.864	161
674.425	163.5
674.988	155
675.551	152
676.111	175
676.674	168
677.237	172.5
677.798	168
678.36	184.5
678.923	169
679.484	166
680.046	157
680.607	162
681.169	164
681.732	161.5
682.292	173.5
682.855	171.5
683.415	180
683.977	163
684.538	145
685.1	153
685.66	164.5
686.222	175.5
686.782	155
687.344	168.5
687.905	157
688.467	163
689.027	161.5
689.589	163
690.149	159
690.708	149
691.27	171.5
691.83	180.5
692.392	149
692.952	177.5
693.512	168
694.073	155
694.633	153
